month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,roi_computed,revenue_per_click
April,2,camp 1,Low,468 x 60,mno,26,0.0016,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,Medium,468 x 60,def,86,0.0349,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,Medium,468 x 60,ghi,27,0.0104,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,Medium,468 x 60,mno,372,0.0785,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,High,580 x 400,mno,45327,110.5201,889,160.5044,453,19132.9713,1.9613,145.2264,0.1805
April,2,camp 1,Low,580 x 400,mno,375,0.1191,5,0.9027,0,0.0,1.3333,757.9345,0.1805
April,2,camp 1,Medium,580 x 400,mno,3669,3.9015,48,8.6661,5,144.5778,1.3083,222.1223,0.1805
April,2,camp 1,High,670 x 90,def,4491,7.9513,49,8.8467,30,576.9186,1.0911,111.2611,0.1805
April,2,camp 1,High,670 x 90,ghi,16534,12.9019,135,24.3735,99,2985.5434,0.8165,188.914,0.1805
April,2,camp 1,High,670 x 90,jkl,274,0.1868,1,0.1805,0,0.0,0.365,96.6274,0.1805
April,2,camp 1,High,670 x 90,mno,16974,22.8296,146,26.3595,51,2221.0902,0.8601,115.4619,0.1805
April,2,camp 1,Low,670 x 90,def,39,0.0069,1,0.1805,0,0.0,2.5641,2615.942,0.1805
April,2,camp 1,Low,670 x 90,ghi,21,0.0105,1,0.1805,0,0.0,4.7619,1719.0476,0.1805
April,2,camp 1,Low,670 x 90,mno,155,0.021,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,Medium,670 x 90,def,418,0.3983,9,1.6249,0,0.0,2.1531,407.9588,0.1805
April,2,camp 1,Medium,670 x 90,ghi,995,0.6479,5,0.9027,0,0.0,0.5025,139.3271,0.1805
April,2,camp 1,Medium,670 x 90,jkl,29,0.0207,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,Medium,670 x 90,mno,1494,0.7487,16,2.8887,1,241.2338,1.071,385.8288,0.1805
April,2,camp 1,High,728 x 90,abc,13,0.0176,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,High,728 x 90,def,68761,76.9999,442,79.8017,130,7581.738,0.6428,103.6387,0.1805
April,2,camp 1,High,728 x 90,ghi,206356,266.9145,2910,525.3868,1064,47941.3027,1.4102,196.8371,0.1805
April,2,camp 1,High,728 x 90,jkl,23526,10.2019,176,31.7759,82,1995.7442,0.7481,311.4704,0.1805
April,2,camp 1,High,728 x 90,mno,362969,339.7693,2384,430.4202,912,44394.7214,0.6568,126.6801,0.1805
April,2,camp 1,Low,728 x 90,def,637,0.122,1,0.1805,0,0.0,0.157,147.9508,0.1805
April,2,camp 1,Low,728 x 90,ghi,276,0.3279,4,0.7221,1,218.2788,1.4493,220.2196,0.1805
April,2,camp 1,Low,728 x 90,jkl,108,0.0422,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 1,Low,728 x 90,mno,4194,0.6476,9,1.6249,4,230.4656,0.2146,250.9111,0.1805
April,2,camp 1,Medium,728 x 90,def,6857,3.4406,27,4.8747,6,167.133,0.3938,141.6817,0.1805
April,2,camp 1,Medium,728 x 90,ghi,9083,10.9614,116,20.9432,18,693.3314,1.2771,191.0632,0.1805
April,2,camp 1,Medium,728 x 90,jkl,1972,0.8353,22,3.9719,2,125.6464,1.1156,475.5058,0.1805
April,2,camp 1,Medium,728 x 90,mno,39528,17.6408,218,39.3588,42,1589.2214,0.5515,223.1123,0.1805
April,2,camp 1,High,800 x 250,mno,4,0.0038,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Low,160 x 600,def,6347,0.4525,19,0.735,0,0.0,0.2994,162.4309,0.0387
April,2,camp 2,Low,160 x 600,ghi,99,0.1353,5,0.1934,0,0.0,5.0505,142.9416,0.0387
April,2,camp 2,Low,160 x 600,mno,54552,6.4353,425,16.4424,0,0.0,0.7791,255.5032,0.0387
April,2,camp 2,Medium,160 x 600,abc,1,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Medium,160 x 600,def,20551,4.472,225,8.7048,3,134.3125,1.0948,194.6512,0.0387
April,2,camp 2,Medium,160 x 600,ghi,2372,3.5077,42,1.6249,0,0.0,1.7707,46.3238,0.0387
April,2,camp 2,Medium,160 x 600,mno,189214,44.2336,4033,156.0297,22,1214.7213,2.1314,352.7402,0.0387
April,2,camp 2,Low,240 x 400,def,11237,1.3907,47,1.8185,0,0.0,0.4183,130.7615,0.0387
April,2,camp 2,Low,240 x 400,ghi,18523,13.8797,431,16.6746,4,189.1079,2.3268,120.1366,0.0387
April,2,camp 2,Low,240 x 400,jkl,3967,1.6288,55,2.1288,1,37.8933,1.3864,130.6974,0.0387
April,2,camp 2,Low,240 x 400,mno,40040,4.4069,221,8.5503,3,518.4353,0.5519,194.0207,0.0387
April,2,camp 2,Medium,240 x 400,def,55529,12.8383,809,31.2987,4,277.7942,1.4569,243.7916,0.0387
April,2,camp 2,Medium,240 x 400,ghi,166072,138.1988,8098,313.3002,128,12831.1765,4.8762,226.7025,0.0387
April,2,camp 2,Medium,240 x 400,jkl,28532,12.0469,668,25.8437,8,547.2576,2.3412,214.5257,0.0387
April,2,camp 2,Medium,240 x 400,mno,172704,47.6149,2199,85.0746,21,1179.8776,1.2733,178.6722,0.0387
April,2,camp 2,Low,300 x 250,abc,1,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Low,300 x 250,def,11302,1.4426,62,2.3986,0,0.0,0.5486,166.2692,0.0387
April,2,camp 2,Low,300 x 250,ghi,5093,3.0733,111,4.2943,1,236.4494,2.1795,139.7293,0.0387
April,2,camp 2,Low,300 x 250,jkl,44,0.0237,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Low,300 x 250,mno,73880,6.8814,400,15.4752,2,172.0206,0.5414,224.8845,0.0387
April,2,camp 2,Medium,300 x 250,abc,8,0.0135,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Medium,300 x 250,def,36384,12.8919,424,16.4038,8,671.5113,1.1653,127.2411,0.0387
April,2,camp 2,Medium,300 x 250,ghi,39240,24.1564,1663,64.3384,12,1950.9304,4.238,266.341,0.0387
April,2,camp 2,Medium,300 x 250,jkl,1033,0.5741,7,0.2708,2,124.0086,0.6776,47.1695,0.0387
April,2,camp 2,Medium,300 x 250,mno,248532,56.5878,2876,111.2696,36,1878.5456,1.1572,196.6318,0.0387
April,2,camp 2,Low,468 x 60,def,444,0.0319,2,0.0773,0,0.0,0.4505,242.3197,0.0386
April,2,camp 2,Low,468 x 60,ghi,2,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Low,468 x 60,mno,712,0.0303,2,0.0773,0,0.0,0.2809,255.1155,0.0386
April,2,camp 2,Medium,468 x 60,def,1242,0.174,8,0.3095,0,0.0,0.6441,177.8736,0.0387
April,2,camp 2,Medium,468 x 60,ghi,92,0.0355,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Medium,468 x 60,jkl,11,0.007,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Medium,468 x 60,mno,2585,0.2532,30,1.1606,0,0.0,1.1605,458.3728,0.0387
April,2,camp 2,Low,580 x 400,mno,13697,2.5313,300,11.6064,3,279.6255,2.1903,458.5154,0.0387
April,2,camp 2,Medium,580 x 400,mno,45561,20.2326,1991,77.0282,29,1374.6566,4.37,380.7133,0.0387
April,2,camp 2,Low,670 x 90,def,446,0.0748,3,0.116,0,0.0,0.6726,155.0802,0.0387
April,2,camp 2,Low,670 x 90,ghi,272,0.1769,4,0.1547,0,0.0,1.4706,87.4505,0.0387
April,2,camp 2,Low,670 x 90,jkl,26,0.018,1,0.0386,0,0.0,3.8462,214.4444,0.0386
April,2,camp 2,Low,670 x 90,mno,4372,0.2837,40,1.5475,0,0.0,0.9149,545.4706,0.0387
April,2,camp 2,Medium,670 x 90,def,3268,1.3351,52,2.0117,0,0.0,1.5912,150.6779,0.0387
April,2,camp 2,Medium,670 x 90,ghi,5673,4.1819,86,3.3271,1,16.7004,1.516,79.5595,0.0387
April,2,camp 2,Medium,670 x 90,jkl,307,0.2131,3,0.116,0,0.0,0.9772,54.4345,0.0387
April,2,camp 2,Medium,670 x 90,mno,18579,3.4554,199,7.6989,5,327.6117,1.0711,222.8078,0.0387
April,2,camp 2,Low,728 x 90,def,12623,1.8648,83,3.2111,0,0.0,0.6575,172.1954,0.0387
April,2,camp 2,Low,728 x 90,ghi,3252,3.2628,56,2.1665,0,0.0,1.722,66.4,0.0387
April,2,camp 2,Low,728 x 90,jkl,1101,0.4937,21,0.8124,1,73.946,1.9074,164.5534,0.0387
April,2,camp 2,Low,728 x 90,mno,97508,7.1139,639,24.7217,4,455.2184,0.6553,347.5126,0.0387
April,2,camp 2,Medium,728 x 90,abc,3,0.0045,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Medium,728 x 90,def,59161,17.8118,733,28.3584,13,836.4004,1.239,159.2113,0.0387
April,2,camp 2,Medium,728 x 90,ghi,53181,57.6423,1275,49.3276,51,4480.7984,2.3975,85.5754,0.0387
April,2,camp 2,Medium,728 x 90,jkl,10428,4.6824,182,7.0412,3,89.1505,1.7453,150.3759,0.0387
April,2,camp 2,Medium,728 x 90,mno,345652,62.9539,5001,193.4801,92,5268.1471,1.4468,307.3362,0.0387
April,2,camp 2,Low,800 x 250,mno,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 2,Medium,800 x 250,mno,16,0.005,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,160 x 600,def,2087,0.484,4,0.2063,0,0.0,0.1917,42.624,0.0516
April,2,camp 3,High,160 x 600,ghi,24,0.0305,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,160 x 600,mno,20878,4.5295,59,3.0434,1,150.6132,0.2826,67.1906,0.0516
April,2,camp 3,Low,160 x 600,def,10818,0.5722,28,1.4443,0,0.0,0.2588,252.4117,0.0516
April,2,camp 3,Low,160 x 600,ghi,35,0.0477,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,160 x 600,mno,41904,2.1724,128,6.6027,0,0.0,0.3055,303.9357,0.0516
April,2,camp 3,Medium,160 x 600,abc,3,0.0025,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,160 x 600,def,15075,1.2937,45,2.3212,0,0.0,0.2985,179.4234,0.0516
April,2,camp 3,Medium,160 x 600,ghi,52,0.0655,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,160 x 600,mno,87612,8.9646,423,21.8201,2,78.9755,0.4828,243.4029,0.0516
April,2,camp 3,High,240 x 400,def,6106,1.3503,7,0.361,0,0.0,0.1146,26.7348,0.0516
April,2,camp 3,High,240 x 400,ghi,7386,5.8918,70,3.6108,7,1798.2409,0.9477,61.2852,0.0516
April,2,camp 3,High,240 x 400,jkl,5732,2.4656,23,1.1864,1,15.7847,0.4013,48.1181,0.0516
April,2,camp 3,High,240 x 400,mno,23775,7.2244,46,2.3728,7,795.1716,0.1935,32.8443,0.0516
April,2,camp 3,Low,240 x 400,def,7880,0.6932,20,1.0316,0,0.0,0.2538,148.8171,0.0516
April,2,camp 3,Low,240 x 400,ghi,3527,2.2091,20,1.0316,0,0.0,0.5671,46.6978,0.0516
April,2,camp 3,Low,240 x 400,jkl,750,0.3028,12,0.619,0,0.0,1.6,204.4254,0.0516
April,2,camp 3,Low,240 x 400,mno,25367,0.6779,24,1.238,0,0.0,0.0946,182.6228,0.0516
April,2,camp 3,Medium,240 x 400,def,22544,2.5777,106,5.4673,1,43.816,0.4702,212.0999,0.0516
April,2,camp 3,Medium,240 x 400,ghi,16101,11.4173,268,13.8245,3,816.7081,1.6645,121.0838,0.0516
April,2,camp 3,Medium,240 x 400,jkl,6042,2.5462,57,2.9403,1,47.1738,0.9434,115.478,0.0516
April,2,camp 3,Medium,240 x 400,mno,57613,3.7999,190,9.801,1,257.6892,0.3298,257.9278,0.0516
April,2,camp 3,High,300 x 250,abc,2,0.006,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,300 x 250,def,4660,1.536,17,0.8769,1,122.4997,0.3648,57.0898,0.0516
April,2,camp 3,High,300 x 250,ghi,1428,0.8523,21,1.0832,1,50.1915,1.4706,127.0914,0.0516
April,2,camp 3,High,300 x 250,jkl,190,0.1142,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,300 x 250,mno,29493,7.7584,109,5.6226,8,364.2366,0.3696,72.4711,0.0516
April,2,camp 3,Low,300 x 250,abc,2,0.005,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,300 x 250,def,14942,1.0693,57,2.9403,0,0.0,0.3815,274.9743,0.0516
April,2,camp 3,Low,300 x 250,ghi,1004,0.5262,16,0.8253,0,0.0,1.5936,156.8415,0.0516
April,2,camp 3,Low,300 x 250,jkl,1,0.0002,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,300 x 250,mno,60076,2.1283,116,5.9837,1,67.7043,0.1931,281.1493,0.0516
April,2,camp 3,Medium,300 x 250,abc,2,0.002,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,300 x 250,def,24063,3.2141,155,7.9955,0,0.0,0.6441,248.7633,0.0516
April,2,camp 3,Medium,300 x 250,ghi,3215,1.7313,100,5.1584,6,404.5884,3.1104,297.9495,0.0516
April,2,camp 3,Medium,300 x 250,jkl,36,0.0146,1,0.0515,0,0.0,2.7778,352.7397,0.0515
April,2,camp 3,Medium,300 x 250,mno,111305,8.1166,394,20.3242,1,18.3897,0.354,250.4029,0.0516
April,2,camp 3,High,468 x 60,def,131,0.0195,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,468 x 60,ghi,3,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,468 x 60,mno,309,0.0199,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,468 x 60,def,410,0.0145,1,0.0515,0,0.0,0.2439,355.1724,0.0515
April,2,camp 3,Low,468 x 60,ghi,3,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,468 x 60,mno,245,0.0026,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,468 x 60,def,603,0.0409,2,0.1031,0,0.0,0.3317,252.0782,0.0515
April,2,camp 3,Medium,468 x 60,ghi,6,0.0023,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,468 x 60,mno,687,0.0128,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,580 x 400,mno,6774,2.9994,60,3.095,4,1872.3933,0.8857,103.1873,0.0516
April,2,camp 3,Low,580 x 400,mno,10622,0.7727,69,3.5593,0,0.0,0.6496,460.6316,0.0516
April,2,camp 3,Medium,580 x 400,mno,22101,2.9882,260,13.4119,0,0.0,1.1764,448.8287,0.0516
April,2,camp 3,High,670 x 90,def,381,0.1343,1,0.0515,1,47.1867,0.2625,38.347,0.0515
April,2,camp 3,High,670 x 90,ghi,139,0.0807,1,0.0515,0,0.0,0.7194,63.8166,0.0515
April,2,camp 3,High,670 x 90,jkl,37,0.022,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,670 x 90,mno,1812,0.3542,2,0.1031,0,0.0,0.1104,29.1078,0.0515
April,2,camp 3,Low,670 x 90,def,365,0.0384,2,0.1031,0,0.0,0.5479,268.4896,0.0515
April,2,camp 3,Low,670 x 90,ghi,34,0.0224,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,670 x 90,jkl,2,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,670 x 90,mno,2929,0.0559,7,0.361,0,0.0,0.239,645.7961,0.0516
April,2,camp 3,Medium,670 x 90,def,2123,0.2978,8,0.4126,0,0.0,0.3768,138.5494,0.0516
April,2,camp 3,Medium,670 x 90,ghi,134,0.108,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,670 x 90,jkl,77,0.0418,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,670 x 90,mno,7066,0.2777,8,0.4126,0,0.0,0.1132,148.5776,0.0516
April,2,camp 3,High,728 x 90,abc,2,0.0029,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,High,728 x 90,def,7195,1.9523,19,0.9801,7,496.1247,0.2641,50.2023,0.0516
April,2,camp 3,High,728 x 90,ghi,1282,1.2833,13,0.6705,1,19.7696,1.014,52.2481,0.0516
April,2,camp 3,High,728 x 90,jkl,1732,0.7641,5,0.2579,0,0.0,0.2887,33.7521,0.0516
April,2,camp 3,High,728 x 90,mno,33656,7.0117,81,4.1783,4,120.5266,0.2407,59.5904,0.0516
April,2,camp 3,Low,728 x 90,def,14646,1.5838,53,2.7339,0,0.0,0.3619,172.6165,0.0516
April,2,camp 3,Low,728 x 90,ghi,484,0.4663,2,0.1031,0,0.0,0.4132,22.1102,0.0515
April,2,camp 3,Low,728 x 90,jkl,126,0.0437,1,0.0515,0,0.0,0.7937,117.849,0.0515
April,2,camp 3,Low,728 x 90,mno,84823,2.8693,257,13.2571,0,0.0,0.303,462.0326,0.0516
April,2,camp 3,Medium,728 x 90,abc,3,0.0045,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,728 x 90,def,32835,4.4763,202,10.42,1,92.9548,0.6152,232.7815,0.0516
April,2,camp 3,Medium,728 x 90,ghi,2012,1.7225,19,0.9801,1,300.7363,0.9443,56.8999,0.0516
April,2,camp 3,Medium,728 x 90,jkl,1783,0.6901,17,0.8769,0,0.0,0.9534,127.0685,0.0516
April,2,camp 3,Medium,728 x 90,mno,167883,10.3721,622,32.0854,2,116.4644,0.3705,309.3433,0.0516
April,2,camp 3,High,800 x 250,mno,4,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Low,800 x 250,mno,11,0.0005,0,0.0,0,0.0,0.0,0.0,0.0
April,2,camp 3,Medium,800 x 250,mno,1,0.0001,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,High,160 x 600,abc,6,0.0074,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,High,160 x 600,def,17827,23.7138,175,31.6025,22,1201.0775,0.9817,133.2663,0.1806
April,3,camp 1,High,160 x 600,ghi,16053,29.1636,151,27.2643,51,2611.986,0.9406,93.4874,0.1806
April,3,camp 1,High,160 x 600,mno,172430,205.8287,1573,284.0246,732,29422.6545,0.9123,137.9908,0.1806
April,3,camp 1,Low,160 x 600,abc,1,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,160 x 600,def,334,0.0548,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,160 x 600,ghi,24,0.0397,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,160 x 600,mno,2095,0.3741,5,0.9027,0,0.0,0.2387,241.2991,0.1805
April,3,camp 1,Medium,160 x 600,def,2163,1.1582,5,0.9027,0,0.0,0.2312,77.9399,0.1805
April,3,camp 1,Medium,160 x 600,ghi,655,1.081,3,0.5416,0,0.0,0.458,50.1018,0.1805
April,3,camp 1,Medium,160 x 600,mno,19820,8.4902,142,25.6414,12,993.1305,0.7164,302.0117,0.1806
April,3,camp 1,High,240 x 400,def,53913,49.3065,342,61.7566,99,5344.1679,0.6344,125.2504,0.1806
April,3,camp 1,High,240 x 400,ghi,333623,312.8761,8761,1581.9103,2733,131937.9849,2.626,505.6028,0.1806
April,3,camp 1,High,240 x 400,jkl,62618,29.3397,657,118.6262,221,11749.0646,1.0492,404.3197,0.1806
April,3,camp 1,High,240 x 400,mno,212061,368.1842,1887,340.7221,634,28092.8276,0.8898,92.5412,0.1806
April,3,camp 1,Low,240 x 400,def,514,0.0675,4,0.7221,0,0.0,0.7782,1069.7778,0.1805
April,3,camp 1,Low,240 x 400,ghi,1185,0.977,25,4.5136,1,95.4309,2.1097,461.9857,0.1805
April,3,camp 1,Low,240 x 400,jkl,334,0.1515,4,0.7221,2,992.3784,1.1976,476.6337,0.1805
April,3,camp 1,Low,240 x 400,mno,1611,0.335,4,0.7221,0,0.0,0.2483,215.5522,0.1805
April,3,camp 1,Medium,240 x 400,def,5453,2.1649,13,2.3481,1,15.8303,0.2384,108.4623,0.1806
April,3,camp 1,Medium,240 x 400,ghi,20019,18.0738,516,93.1745,79,4559.3101,2.5776,515.5225,0.1806
April,3,camp 1,Medium,240 x 400,jkl,4542,2.0907,34,6.1385,2,321.873,0.7486,293.6098,0.1805
April,3,camp 1,Medium,240 x 400,mno,16844,11.3903,95,17.1527,18,958.9188,0.564,150.5904,0.1806
April,3,camp 1,High,300 x 250,abc,7,0.011,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,High,300 x 250,def,42481,48.5126,203,36.6578,149,8534.6273,0.4779,75.5635,0.1806
April,3,camp 1,High,300 x 250,ghi,74006,49.3001,1434,258.9199,436,20309.1481,1.9377,525.1914,0.1806
April,3,camp 1,High,300 x 250,jkl,5102,2.8086,31,5.5979,9,365.735,0.6076,199.3128,0.1806
April,3,camp 1,High,300 x 250,mno,261339,316.6436,2066,373.0398,937,51768.126,0.7905,117.8106,0.1806
April,3,camp 1,Low,300 x 250,def,431,0.1194,1,0.1805,1,63.9516,0.232,151.1725,0.1805
April,3,camp 1,Low,300 x 250,ghi,212,0.1217,9,1.6249,0,0.0,4.2453,1335.1684,0.1805
April,3,camp 1,Low,300 x 250,jkl,2,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,300 x 250,mno,2898,0.5847,9,1.6269,14,339.4011,0.3106,278.2453,0.1808
April,3,camp 1,Medium,300 x 250,def,4525,3.5218,18,3.2498,5,567.6721,0.3978,92.2767,0.1805
April,3,camp 1,Medium,300 x 250,ghi,4083,2.524,94,16.9722,6,291.8944,2.3022,672.4326,0.1806
April,3,camp 1,Medium,300 x 250,jkl,288,0.1709,3,0.5416,0,0.0,1.0417,316.9105,0.1805
April,3,camp 1,Medium,300 x 250,mno,27107,14.0987,125,22.5701,21,1444.4008,0.4611,160.0864,0.1806
April,3,camp 1,High,468 x 60,def,1416,0.8165,7,1.2638,1,284.5517,0.4944,154.7826,0.1805
April,3,camp 1,High,468 x 60,ghi,420,0.1625,2,0.361,0,0.0,0.4762,222.1538,0.1805
April,3,camp 1,High,468 x 60,jkl,20,0.0127,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,High,468 x 60,mno,4006,1.9898,4,0.7221,9,143.2366,0.0999,36.2901,0.1805
April,3,camp 1,Low,468 x 60,def,25,0.0024,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,468 x 60,mno,15,0.0002,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Medium,468 x 60,def,103,0.0351,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Medium,468 x 60,ghi,9,0.0034,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Medium,468 x 60,mno,279,0.0468,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,High,580 x 400,mno,48940,124.9583,1027,185.4371,507,22253.6558,2.0985,148.3992,0.1806
April,3,camp 1,Low,580 x 400,mno,361,0.1044,8,1.4443,0,0.0,2.2161,1383.4291,0.1805
April,3,camp 1,Medium,580 x 400,mno,4116,4.2848,103,18.5961,17,1035.7994,2.5024,434.0016,0.1805
April,3,camp 1,High,670 x 90,def,4979,9.994,55,9.9309,17,917.4051,1.1046,99.3686,0.1806
April,3,camp 1,High,670 x 90,ghi,17957,14.4412,154,27.8049,57,3320.1255,0.8576,192.5387,0.1806
April,3,camp 1,High,670 x 90,jkl,205,0.1408,8,1.4443,0,0.0,3.9024,1025.7812,0.1805
April,3,camp 1,High,670 x 90,mno,18365,27.2151,167,30.153,59,3982.5388,0.9093,110.7951,0.1806
April,3,camp 1,Low,670 x 90,def,33,0.0069,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,670 x 90,ghi,48,0.0314,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,670 x 90,jkl,2,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,670 x 90,mno,203,0.0192,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Medium,670 x 90,def,611,0.4639,5,0.9027,0,0.0,0.8183,194.5894,0.1805
April,3,camp 1,Medium,670 x 90,ghi,1232,0.8553,10,1.8054,4,200.4823,0.8117,211.0838,0.1805
April,3,camp 1,Medium,670 x 90,jkl,34,0.0225,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Medium,670 x 90,mno,1943,0.7424,8,1.4443,7,395.948,0.4117,194.5447,0.1805
April,3,camp 1,High,728 x 90,abc,13,0.0197,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,High,728 x 90,def,72625,90.0158,500,90.2885,120,7347.3762,0.6885,100.3029,0.1806
April,3,camp 1,High,728 x 90,ghi,236270,307.3453,3291,594.2538,1267,55019.7363,1.3929,193.3505,0.1806
April,3,camp 1,High,728 x 90,jkl,27144,12.3166,249,44.9587,120,6059.9945,0.9173,365.0253,0.1806
April,3,camp 1,High,728 x 90,mno,392763,372.3133,2500,451.4089,1137,70543.0369,0.6365,121.2444,0.1806
April,3,camp 1,Low,728 x 90,abc,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,728 x 90,def,730,0.1459,2,0.361,0,0.0,0.274,247.4297,0.1805
April,3,camp 1,Low,728 x 90,ghi,398,0.4687,4,0.7221,0,0.0,1.005,154.0644,0.1805
April,3,camp 1,Low,728 x 90,jkl,118,0.057,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 1,Low,728 x 90,mno,4288,0.6614,15,2.7081,0,0.0,0.3498,409.4497,0.1805
April,3,camp 1,Medium,728 x 90,def,7158,4.4345,36,6.4996,5,240.2022,0.5029,146.5689,0.1805
April,3,camp 1,Medium,728 x 90,ghi,11779,14.3316,161,29.0708,19,1858.2109,1.3668,202.8441,0.1806
April,3,camp 1,Medium,728 x 90,jkl,2260,1.0041,16,2.8887,0,0.0,0.708,287.6905,0.1805
April,3,camp 1,Medium,728 x 90,mno,42421,18.7414,235,42.4352,23,2601.384,0.554,226.4249,0.1806
April,3,camp 1,High,800 x 250,mno,10,0.0929,2,0.361,0,0.0,20.0,388.5899,0.1805
April,3,camp 1,Medium,800 x 250,mno,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 2,Low,160 x 600,def,7662,0.7137,42,1.6249,3,323.2916,0.5482,227.6727,0.0387
April,3,camp 2,Low,160 x 600,ghi,207,0.271,1,0.0386,0,0.0,0.4831,14.2435,0.0386
April,3,camp 2,Low,160 x 600,mno,78978,9.6791,456,17.6422,3,91.7449,0.5774,182.2711,0.0387
April,3,camp 2,Medium,160 x 600,abc,5,0.0042,0,0.0,0,0.0,0.0,0.0,0.0
April,3,camp 2,Medium,160 x 600,def,22953,5.2407,219,8.4733,0,0.0,0.9541,161.6826,0.0387
April,3,camp 2,Medium,160 x 600,ghi,3652,5.4987,112,4.3335,2,104.4042,3.0668,78.8095,0.0387
April,3,camp 2,Medium,160 x 600,mno,257764,64.4121,4884,188.9615,34,4299.6099,1.8948,293.3634,0.0387
April,3,camp 2,Low,240 x 400,def,15585,2.1009,69,2.6697,0,0.0,0.4427,127.0741,0.0387
